unique.bird,bird.id,date,month,day,month.day.hour,season,walk,start.time,end.time,lat,lon,order,family,species,migratory.class,trophic.guild,behavior,broad.behavior,mesohabitat,two.mesohabitat,three.mesohabitat,five.mesohabitat,mesohabitat.height,photo.id,hour,time,distance,transect,transect.start.lat,transect.start.lon,transect.end.lat,transect.end.lon,notes
169fruit,169,8/19/2019,8,19,8.19.6,summer,36,6:30,8:30,34.77914,-115.66403,Passeriformes,Icteridae,Scott's Oriole,summer resident,omnivore,Eating fruit,Feeding,shrub,vegetative,shrub,shrub,50,292-300,6,8:22,1,1,34.78299,-115.66235,34.77833,.115.66293,no notes
16flower,16,5/1/2019,5,1,5.1.10,spring,1,10:27,12:27,34.78215,-115.66238,Passeriformes,Ptiliogonatidae,Phainopepla,resident,frugivore,Flying between plants,Active movement,shrub,vegetative,shrub,shrub,na,no photo,10,11:26,2,1,34.78299,-115.66235,34.77833,.115.66293,no notes
16fruit,16,8/15/2019,8,15,8.15.9,summer,28,9:00,11:00,34.78271,-115.66318,Passeriformes,Passerellidae,Black.throated Sparrow,resident,granivore,Calling,Territorial/mating,air,non-vegetative,other,air,na,no photo,9,9:03,1,2,34.78303,-115.66309,34.77856,-115.66449,no notes
170flower,170,5/2/2019,5,2,5.2.8,spring,5,8:36,10:36,34.77851,-115.66257,Apodiformes,Trochilidae,Unknown Hummingbird,summer resident,nectarivore,Flying,Active movement,shrub,vegetative,shrub,shrub,na,no photo,8,8:44,2,1,34.78299,-115.66235,34.77833,.115.66293,no notes
171flower,171,5/2/2019,5,2,5.2.8,spring,5,8:36,10:36,34.77926,-115.66274,Passeriformes,Tyrannidae,Ash.throated Flycatcher,summer resident,insectivore,Sparring,Territorial/mating,cactus canopy,vegetative,cactus,cactus,na,311.312,8,8:52,1,1,34.78299,-115.66235,34.77833,.115.66293,no notes
172flower,172,5/2/2019,5,2,5.2.8,spring,5,8:36,10:36,34.77926,-115.66274,Passeriformes,Tyrannidae,Ash.throated Flycatcher,summer resident,insectivore,Sparring,Territorial/mating,cactus canopy,vegetative,cactus,cactus,na,311.312,8,8:52,1,1,34.78299,-115.66235,34.77833,.115.66293,no notes
172fruit,172,8/19/2019,8,19,8.19.18,summer,37,18:00,20:00,34.7828,-115.66228,Passeriformes,Remezidae,Verdin,resident,insectivore,Calling,Territorial/mating,shrub,vegetative,shrub,shrub,100,15-Jan,18,18:12,1,2,34.78303,-115.66309,34.77856,-115.66449,no notes
174fruit,174,8/19/2019,8,19,8.19.18,summer,37,18:00,20:00,34.78082,-115.66257,Passeriformes,Passerellidae,Black.throated Sparrow,resident,granivore,Flying,Active movement,air,non-vegetative,other,air,na,no photo,18,18:47,1,2,34.78303,-115.66309,34.77856,-115.66449,no notes
177flower,177,5/2/2019,5,2,5.2.8,spring,5,8:36,10:36,34.78047,-115.66291,Passeriformes,Tyrannidae,Say's Phoebe,resident,insectivore,Calling,Territorial/mating,cactus canopy,vegetative,cactus,cactus,na,no photo,8,9:08,1,1,34.78299,-115.66235,34.77833,.115.66293,no notes
178flower,178,5/2/2019,5,2,5.2.8,spring,5,8:36,10:36,34.78044,-115.66278,Passeriformes,Tyrannidae,Say's Phoebe,resident,insectivore,Standing on plant,Inactivity,cactus canopy,vegetative,cactus,cactus,na,no photo,8,9:07,1,1,34.78299,-115.66235,34.77833,.115.66293,no notes
178fruit,178,8/19/2019,8,19,8.19.18,summer,37,18:00,20:00,34.78022,-115.66727,Passeriformes,Troglodytidae,Cactus Wren,resident,omnivore,Calling,Territorial/mating,yucca,vegetative,cactus,yucca,50,no photo,18,19:27,1,2,34.78303,-115.66309,34.77856,-115.66449,no notes
179flower,179,5/2/2019,5,2,5.2.8,spring,5,8:36,10:36,34.78105,-115.66305,Passeriformes,Tyrannidae,Say's Phoebe,resident,insectivore,Calling,Territorial/mating,shrub,vegetative,shrub,shrub,na,no photo,8,9:14,2,1,34.78299,-115.66235,34.77833,.115.66293,no notes
179fruit,179,8/19/2019,8,19,8.19.18,summer,37,18:00,20:00,34.78017,-115.66273,Passeriformes,Passerellidae,Black.throated Sparrow,resident,granivore,Calling,Territorial/mating,shrub,vegetative,shrub,shrub,25,no photo,18,19:29,1,2,34.78303,-115.66309,34.77856,-115.66449,no notes
17flower,17,5/1/2019,5,1,5.1.10,spring,1,10:27,12:27,34.78228,-115.66245,Passeriformes,Passerellidae,Black.throated Sparrow,resident,granivore,Singing,Territorial/mating,cactus canopy,vegetative,cactus,cactus,na,no photo,10,11:27,2,1,34.78299,-115.66235,34.77833,.115.66293,no notes
17fruit,17,8/15/2019,8,15,8.15.9,summer,28,9:00,11:00,34.7827,-115.66338,Passeriformes,Passerellidae,Black.throated Sparrow,resident,granivore,Calling,Territorial/mating,rock,non-vegetative,other,land,na,no photo,9,9:06,2,2,34.78303,-115.66309,34.77856,-115.66449,no notes
180flower,180,5/2/2019,5,2,5.2.8,spring,5,8:36,10:36,34.78105,-115.66305,Passeriformes,Tyrannidae,Say's Phoebe,resident,insectivore,Standing on plant,Inactivity,shrub,vegetative,shrub,shrub,na,no photo,8,9:14,2,1,34.78299,-115.66235,34.77833,.115.66293,no notes
180fruit,180,8/19/2019,8,19,8.19.18,summer,37,18:00,20:00,34.78017,-115.66273,Passeriformes,Passerellidae,Black.throated Sparrow,resident,granivore,Calling,Territorial/mating,shrub,vegetative,shrub,shrub,25,no photo,18,19:29,1,2,34.78303,-115.66309,34.77856,-115.66449,no notes
181flower,181,5/2/2019,5,2,5.2.8,spring,5,8:36,10:36,34.78146,-115.66277,Passeriformes,Troglodytidae,Rock Wren,resident,insectivore,Standing on ground,Inactivity,rock,non-vegetative,other,land,na,no photo,8,9:19,1,1,34.78299,-115.66235,34.77833,.115.66293,no notes
181fruit,181,8/19/2019,8,19,8.19.18,summer,37,18:00,20:00,34.78017,-115.66273,Passeriformes,Passerellidae,Black.throated Sparrow,resident,granivore,Calling,Territorial/mating,shrub,vegetative,shrub,shrub,25,no photo,18,19:29,1,2,34.78303,-115.66309,34.77856,-115.66449,no notes
182flower,182,5/2/2019,5,2,5.2.8,spring,5,8:36,10:36,34.78161,-115.66263,Passeriformes,Troglodytidae,Rock Wren,resident,insectivore,Flying,Active movement,rock,non-vegetative,other,land,na,no photo,8,9:26,1,1,34.78299,-115.66235,34.77833,.115.66293,no notes
182fruit,182,8/19/2019,8,19,8.19.18,summer,37,18:00,20:00,34.78017,-115.66273,Passeriformes,Passerellidae,Black.throated Sparrow,resident,granivore,Calling,Territorial/mating,shrub,vegetative,shrub,shrub,25,no photo,18,19:29,1,2,34.78303,-115.66309,34.77856,-115.66449,no notes
183flower,183,5/2/2019,5,2,5.2.8,spring,5,8:36,10:36,34.78159,-115.66264,Passeriformes,Mimidae,Northern Mockingbird,resident,omnivore,Flying,Active movement,air,non-vegetative,other,air,na,no photo,8,9:23,1,1,34.78299,-115.66235,34.77833,.115.66293,no notes
183fruit,183,8/19/2019,8,19,8.19.18,summer,37,18:00,20:00,34.78017,-115.66273,Passeriformes,Passerellidae,Black.throated Sparrow,resident,granivore,Calling,Territorial/mating,shrub,vegetative,shrub,shrub,25,no photo,18,19:29,1,2,34.78303,-115.66309,34.77856,-115.66449,no notes
184flower,184,5/2/2019,5,2,5.2.8,spring,5,8:36,10:36,34.7821,-115.66239,Passeriformes,Ptiliogonatidae,Phainopepla,resident,frugivore,Singing,Territorial/mating,shrub,vegetative,shrub,shrub,na,331.337,8,9:30,2,1,34.78299,-115.66235,34.77833,.115.66293,no notes
184fruit,184,8/19/2019,8,19,8.19.18,summer,37,18:00,20:00,34.78017,-115.66273,Passeriformes,Passerellidae,Black.throated Sparrow,resident,granivore,Calling,Territorial/mating,shrub,vegetative,shrub,shrub,25,no photo,18,19:29,1,2,34.78303,-115.66309,34.77856,-115.66449,no notes
186flower,186,5/2/2019,5,2,5.2.8,spring,5,8:36,10:36,34,-115,Columbiformes,Columbidae,Mourning Dove,resident,granivore,Calling,Territorial/mating,air,non-vegetative,other,air,na,no photo,8,9:33,1,1,34.78299,-115.66235,34.77833,.115.66293,no notes
189fruit,189,8/20/2019,8,20,8.20.7,summer,38,7:00,9:00,34.78279,-115.6625,Passeriformes,Remezidae,Verdin,resident,insectivore,Flying between plants,Active movement,yucca,vegetative,cactus,yucca,75,no photo,7,7:18,1,1,34.78299,-115.66235,34.77833,.115.66293,no notes
18flower,18,5/1/2019,5,1,5.1.10,spring,1,10:27,12:27,34.78241,-115.66244,Columbiformes,Columbidae,Mourning Dove,resident,granivore,Calling,Territorial/mating,rock,non-vegetative,other,land,na,no photo,10,11:28,3,1,34.78299,-115.66235,34.77833,.115.66293,no notes
18fruit,18,8/15/2019,8,15,8.15.9,summer,28,9:00,11:00,34.78251,-115.66361,Passeriformes,Passerellidae,Black.throated Sparrow,resident,granivore,Calling,Territorial/mating,shrub,vegetative,shrub,shrub,100,162-165,9,9:10,2,2,34.78303,-115.66309,34.77856,-115.66449,no notes
190flower,190,5/2/2019,5,2,5.2.8,spring,5,8:36,10:36,34.77288,-115.6626,Passeriformes,Tyrannidae,Ash.throated Flycatcher,summer resident,insectivore,Singing,Territorial/mating,air,non-vegetative,other,air,na,no photo,8,9:43,1,1,34.78299,-115.66235,34.77833,.115.66293,no notes
192flower,192,5/2/2019,5,2,5.2.8,spring,5,8:36,10:36,34.78212,-115.66229,Apodiformes,Trochilidae,Anna's Hummingbird,summer resident,nectarivore,Flying between plants,Active movement,shrub,vegetative,shrub,shrub,na,338.366,8,9:48,2,1,34.78299,-115.66235,34.77833,.115.66293,no notes
192fruit,192,8/20/2019,8,20,8.20.7,summer,38,7:00,9:00,34.78232,-115.66222,Passeriformes,Passerellidae,Black.throated Sparrow,resident,granivore,Flying between plants,Active movement,cactus,vegetative,cactus,cactus,25,no photo,7,7:26,1,1,34.78299,-115.66235,34.77833,.115.66293,no notes
193flower,193,5/2/2019,5,2,5.2.8,spring,5,8:36,10:36,34.78211,-115.66255,Passeriformes,Mimidae,Northern Mockingbird,resident,omnivore,Sparring,Territorial/mating,shrub,vegetative,shrub,shrub,na,367.372,8,9:53,1,1,34.78299,-115.66235,34.77833,.115.66293,no notes
193fruit,193,8/20/2019,8,20,8.20.7,summer,38,7:00,9:00,34.78232,-115.66222,Passeriformes,Passerellidae,Black.throated Sparrow,resident,granivore,Flying between plants,Active movement,cactus,vegetative,cactus,cactus,25,no photo,7,7:26,1,1,34.78299,-115.66235,34.77833,.115.66293,no notes
194fruit,194,8/20/2019,8,20,8.20.7,summer,38,7:00,9:00,34.78232,-115.66222,Passeriformes,Passerellidae,Black.throated Sparrow,resident,granivore,Flying between plants,Active movement,cactus,vegetative,cactus,cactus,25,no photo,7,7:26,1,1,34.78299,-115.66235,34.77833,.115.66293,no notes
195flower,195,5/2/2019,5,2,5.2.8,spring,5,8:36,10:36,34.78224,-115.66245,Apodiformes,Trochilidae,Anna's Hummingbird,summer resident,nectarivore,Standing on plant,Inactivity,shrub,vegetative,shrub,shrub,na,373.38,8,10:00,1,1,34.78299,-115.66235,34.77833,.115.66293,no notes
195fruit,195,8/20/2019,8,20,8.20.7,summer,38,7:00,9:00,34.78235,-115.66236,Passeriformes,Passerellidae,Black.throated Sparrow,resident,granivore,Calling,Territorial/mating,cactus,vegetative,cactus,cactus,100,49-57,7,7:26,1,1,34.78299,-115.66235,34.77833,.115.66293,no notes
196flower,196,5/2/2019,5,2,5.2.8,spring,5,8:36,10:36,34.78223,-115.66261,Passeriformes,Passerellidae,Black.throated Sparrow,resident,granivore,Flying between plants,Active movement,shrub,vegetative,shrub,shrub,na,no photo,8,10:00,1,1,34.78299,-115.66235,34.77833,.115.66293,no notes
196fruit,196,8/20/2019,8,20,8.20.7,summer,38,7:00,9:00,34.78223,-115.66215,Passeriformes,Passerellidae,Black.throated Sparrow,resident,granivore,Foraging,Feeding,cactus,vegetative,cactus,cactus,0,no photo,7,7:30,1,1,34.78299,-115.66235,34.77833,.115.66293,buckhorn cholla
197fruit,197,8/20/2019,8,20,8.20.7,summer,38,7:00,9:00,34.78223,-115.66215,Passeriformes,Passerellidae,Black.throated Sparrow,resident,granivore,Foraging,Feeding,cactus,vegetative,cactus,cactus,0,no photo,7,7:30,1,1,34.78299,-115.66235,34.77833,.115.66293,buckhorn cholla
198flower,198,5/2/2019,5,2,5.2.8,spring,5,8:36,10:36,34.7827,-115.66242,Passeriformes,Troglodytidae,Rock Wren,resident,insectivore,Flying,Active movement,rock,non-vegetative,other,land,na,no photo,8,10:09,1,1,34.78299,-115.66235,34.77833,.115.66293,no notes
199fruit,199,8/20/2019,8,20,8.20.7,summer,38,7:00,9:00,34.78174,-115.66248,Passeriformes,Passerellidae,Black.throated Sparrow,resident,granivore,Singing,Territorial/mating,cactus,vegetative,cactus,cactus,100,72-78,7,7:41,1,1,34.78299,-115.66235,34.77833,.115.66293,no notes
19fruit,19,8/15/2019,8,15,8.15.9,summer,28,9:00,11:00,34.78174,-115.66339,Passeriformes,Tyrannidae,Ash.throated Flycatcher,summer resident,insectivore,Flying,Active movement,rock,non-vegetative,other,land,na,no photo,9,9:15,3,2,34.78303,-115.66309,34.77856,-115.66449,no notes
1fruit,1,8/14/2019,8,14,8.14.17,summer,27,17:30,19:30,34.78236,-115.66257,Passeriformes,unknown,Unknown Passerine,unknown,unknown,Calling,Territorial/mating,yucca,vegetative,cactus,yucca,75,40-73,17,17:51,1,1,34.78299,-115.66235,34.77833,.115.66293,no notes
200flower,200,5/2/2019,5,2,5.2.8,spring,5,8:36,10:36,34.78292,-115.66232,Passeriformes,Passerellidae,Black.throated Sparrow,resident,granivore,Calling,Territorial/mating,rock,non-vegetative,other,land,na,no photo,8,10:14,1,1,34.78299,-115.66235,34.77833,.115.66293,no notes
200fruit,200,8/20/2019,8,20,8.20.7,summer,38,7:00,9:00,34.78173,-115.66264,Passeriformes,Passerellidae,Black.throated Sparrow,resident,granivore,Calling,Territorial/mating,shrub,vegetative,shrub,shrub,100,no photo,7,8:01,1,1,34.78299,-115.66235,34.77833,.115.66293,no notes
201flower,201,5/2/2019,5,2,5.2.8,spring,5,8:36,10:36,34.78292,-115.66232,Passeriformes,Passerellidae,Black.throated Sparrow,resident,granivore,Calling,Territorial/mating,rock,non-vegetative,other,land,na,no photo,8,10:14,1,1,34.78299,-115.66235,34.77833,.115.66293,no notes
201fruit,201,8/20/2019,8,20,8.20.7,summer,38,7:00,9:00,34.78173,-115.66264,Passeriformes,Passerellidae,Black.throated Sparrow,resident,granivore,Calling,Territorial/mating,shrub,vegetative,shrub,shrub,100,no photo,7,8:01,1,1,34.78299,-115.66235,34.77833,.115.66293,no notes
203flower,203,5/2/2019,5,2,5.2.8,spring,5,8:36,10:36,34,-115,Apodiformes,Trochilidae,Costa's Hummingbird,summer resident,nectarivore,Foraging,Feeding,cactus canopy,vegetative,cactus,cactus,na,381.411,8,10:18,2,1,34.78299,-115.66235,34.77833,.115.66293,no notes
205flower,205,5/2/2019,5,2,5.2.10,spring,6,10:43,12:43,34.78267,-115.66302,Passeriformes,Passerellidae,Black.throated Sparrow,resident,granivore,Flying,Active movement,air,non-vegetative,other,air,na,no photo,10,10:49,2,2,34.78303,-115.66309,34.77863,-115.66402,no notes
206fruit,206,8/20/2019,8,20,8.20.17,summer,39,17:30,19:30,34.78154,-115.66341,Passeriformes,Polioptilidae,Blue.gray Gnatcatcher,summer resident,insectivore,Singing,Territorial/mating,shrub,vegetative,shrub,shrub,25,no photo,17,18:05,1,2,34.78303,-115.66309,34.77856,-115.66449,no notes
20fruit,20,8/15/2019,8,15,8.15.9,summer,28,9:00,11:00,34.78221,-115.66351,Passeriformes,Laniidae,Loggerhead Shrike,resident,carnivore,Flying,Active movement,air,non-vegetative,other,air,na,201-213,9,9:17,1,2,34.78303,-115.66309,34.77856,-115.66449,no notes
210flower,210,5/2/2019,5,2,5.2.10,spring,6,10:43,12:43,34.78267,-115.66292,Passeriformes,Passerellidae,Black.throated Sparrow,resident,granivore,Flying between plants,Active movement,air,non-vegetative,other,air,na,no photo,10,10:55,2,2,34.78303,-115.66309,34.77863,-115.66402,no notes
211flower,211,5/2/2019,5,2,5.2.10,spring,6,10:43,12:43,34.78254,-115.66293,Passeriformes,Polioptilidae,Blue.gray Gnatcatcher,summer resident,insectivore,Flying between plants,Active movement,cactus canopy,vegetative,cactus,cactus,na,no photo,10,10:53,2,2,34.78303,-115.66309,34.77863,-115.66402,no notes
211fruit,211,8/21/2019,8,21,8.21.6,summer,40,6:00,8:00,34.78249,-115.66343,Passeriformes,Passerellidae,Black.throated Sparrow,resident,granivore,Calling,Territorial/mating,cactus,vegetative,cactus,cactus,100,no photo,6,6:15,1,1,34.78299,-115.66235,34.77833,.115.66293,no notes
212flower,212,5/2/2019,5,2,5.2.10,spring,6,10:43,12:43,34.78269,-115.66301,Passeriformes,Polioptilidae,Black.tailed Gnatcatcher,resident,insectivore,Carrying nest materials,Territorial/mating,shrub,vegetative,shrub,shrub,na,no photo,10,10:58,2,2,34.78303,-115.66309,34.77863,-115.66402,no notes
213flower,213,5/2/2019,5,2,5.2.10,spring,6,10:43,12:43,34.78251,-115.6629,Passeriformes,Mimidae,Northern Mockingbird,resident,omnivore,Flying between plants,Active movement,cactus canopy,vegetative,cactus,cactus,na,no photo,10,11:01,2,2,34.78303,-115.66309,34.77863,-115.66402,no notes
214flower,214,5/2/2019,5,2,5.2.10,spring,6,10:43,12:43,34.78239,-115.66283,Passeriformes,Mimidae,Northern Mockingbird,resident,omnivore,Singing,Territorial/mating,cactus canopy,vegetative,cactus,cactus,na,no photo,10,11:01,2,2,34.78303,-115.66309,34.77863,-115.66402,no notes
214fruit,214,8/21/2019,8,21,8.21.6,summer,40,6:00,8:00,34.78159,-115.66368,Passeriformes,Passerellidae,Black.throated Sparrow,resident,granivore,Calling,Territorial/mating,shrub,vegetative,shrub,shrub,75,no photo,6,6:32,1,1,34.78299,-115.66235,34.77833,.115.66293,no notes
215flower,215,5/2/2019,5,2,5.2.10,spring,6,10:43,12:43,34,-115,Passeriformes,Ptiliogonatidae,Phainopepla,resident,frugivore,Singing,Territorial/mating,shrub,vegetative,shrub,shrub,na,429.442,10,11:06,3,2,34.78303,-115.66309,34.77863,-115.66402,no notes
216flower,216,5/2/2019,5,2,5.2.10,spring,6,10:43,12:43,34.78245,-115.66336,Apodiformes,Trochilidae,Costa's Hummingbird,summer resident,nectarivore,Standing on plant,Inactivity,shrub,vegetative,shrub,shrub,na,443.527,10,11:11,1,2,34.78303,-115.66309,34.77863,-115.66402,no notes
216fruit,216,8/21/2019,8,21,8.21.6,summer,40,6:00,8:00,34.78157,-115.6636,Passeriformes,Polioptilidae,Blue.gray Gnatcatcher,summer resident,insectivore,Flying between plants,Active movement,shrub,vegetative,shrub,shrub,50,no photo,6,6:36,1,1,34.78299,-115.66235,34.77833,.115.66293,no notes
217fruit,217,8/21/2019,8,21,8.21.6,summer,40,6:00,8:00,34.78134,-115.66381,Piciformes,Picidae,Nuttall's/Ladderback Woodpecker Hybrid,resident,frugivore,Flying between plants,Active movement,shrub,vegetative,shrub,shrub,75,no photo,6,6:47,1,1,34.78299,-115.66235,34.77833,.115.66293,no notes
219flower,219,5/2/2019,5,2,5.2.10,spring,6,10:43,12:43,34.7821,-115.66343,Passeriformes,Passerellidae,Green.tailed Towhee,migrant,omnivore,Standing on plant,Inactivity,shrub,vegetative,shrub,shrub,na,528.543,10,11:19,1,2,34.78303,-115.66309,34.77863,-115.66402,no notes
21flower,21,5/1/2019,5,1,5.1.10,spring,1,10:27,12:27,34.78164,-115.66261,Columbiformes,Columbidae,Mourning Dove,resident,granivore,Flying,Active movement,air,non-vegetative,other,air,na,no photo,10,11:34,1,1,34.78299,-115.66235,34.77833,.115.66293,no notes
21fruit,21,8/15/2019,8,15,8.15.9,summer,28,9:00,11:00,34.78191,-115.66346,Passeriformes,Passerellidae,Black.throated Sparrow,resident,granivore,Standing on plant,Inactivity,shrub,vegetative,shrub,shrub,100,no photo,9,9:18,1,2,34.78303,-115.66309,34.77856,-115.66449,no notes
220flower,220,5/2/2019,5,2,5.2.10,spring,6,10:43,12:43,34.7821,-115.66343,Passeriformes,Passerellidae,Green.tailed Towhee,migrant,omnivore,Standing on plant,Inactivity,shrub,vegetative,shrub,shrub,na,528.543,10,11:19,1,2,34.78303,-115.66309,34.77863,-115.66402,no notes
221fruit,221,8/21/2019,8,21,8.21.6,summer,40,6:00,8:00,34.78058,-115.6632,Passeriformes,Remezidae,Verdin,resident,insectivore,Calling,Territorial/mating,yucca,vegetative,cactus,yucca,100,55-609,6,7:45,1,1,34.78299,-115.66235,34.77833,.115.66293,no notes
222flower,222,5/2/2019,5,2,5.2.10,spring,6,10:43,12:43,34.78191,-115.66333,Passeriformes,Polioptilidae,Blue.gray Gnatcatcher,summer resident,insectivore,Calling,Territorial/mating,shrub,vegetative,shrub,shrub,na,544.549,10,11:24,2,2,34.78303,-115.66309,34.77863,-115.66402,no notes
222fruit,222,8/21/2019,8,21,8.21.6,summer,40,6:00,8:00,34.78058,-115.6632,Passeriformes,Remezidae,Verdin,resident,insectivore,Calling,Territorial/mating,yucca,vegetative,cactus,yucca,100,55-609,6,7:45,1,1,34.78299,-115.66235,34.77833,.115.66293,no notes
223flower,223,5/2/2019,5,2,5.2.10,spring,6,10:43,12:43,34.78191,-115.66333,Passeriformes,Polioptilidae,Blue.gray Gnatcatcher,summer resident,insectivore,Calling,Territorial/mating,shrub,vegetative,shrub,shrub,na,544.549,10,11:24,2,2,34.78303,-115.66309,34.77863,-115.66402,no notes
223fruit,223,8/21/2019,8,21,8.21.6,summer,40,6:00,8:00,34.78058,-115.6632,Passeriformes,Remezidae,Verdin,resident,insectivore,Calling,Territorial/mating,yucca,vegetative,cactus,yucca,100,55-609,6,7:45,1,1,34.78299,-115.66235,34.77833,.115.66293,no notes
224flower,224,5/2/2019,5,2,5.2.10,spring,6,10:43,12:43,34.78191,-115.66333,Passeriformes,Polioptilidae,Blue.gray Gnatcatcher,summer resident,insectivore,Calling,Territorial/mating,shrub,vegetative,shrub,shrub,na,544.549,10,11:24,2,2,34.78303,-115.66309,34.77863,-115.66402,no notes
224fruit,224,8/21/2019,8,21,8.21.6,summer,40,6:00,8:00,34.78004,-115.66357,Passeriformes,Icteridae,Scott's Oriole,summer resident,omnivore,Flying,Active movement,air,non-vegetative,other,air,na,no photo,6,7:45,1,1,34.78299,-115.66235,34.77833,.115.66293,no notes
