,X,Hour.of.Day.Ending.at.LST,Hour,Total.Solar.Rad..ly,X.Wind.Ave.mph,X.Wind.V.Dir.Deg,X.Wind.Max.mph,Air.Temperature.Mean.Deg.F,Soil.Temperature.Mean.Deg.F,Relative.Humidity.Mean.Perent,X.Dew.Point.Deg.F,X.Wet.Bulb.Deg.F,X.Baro.Press.in.Hg,X.Total.Preip.inhes,day,month,year,month.day.hour
237,259,9:00 PM,21,0,10.3,252,35.5,53.2,65.6,13,3,36,25.7,0,10,4,19,4.10.21
238,269,10:00 PM,22,0,8.6,197,33.8,52.3,65.3,15,7,36,25.71,0,10,4,19,4.10.22
239,279,11:00 PM,23,0,11.7,258,39.6,51.9,64.9,17,9,36,25.72,0,10,4,19,4.10.23
240,289,12:00 AM,0,0,13.3,266,29.2,50.9,64.5,18,9,35,25.72,0,10,4,19,4.10.0
241,510,1:00 AM,1,0,10.7,271,31,50.1,64,19,10,35,25.71,0,11,4,19,4.11.1
242,610,2:00 AM,2,0,12.4,278,34.6,49.5,63.5,20,10,35,25.69,0,11,4,19,4.11.2
243,710,3:00 AM,3,0,10.5,284,36.2,49.3,63,20,10,35,25.69,0,11,4,19,4.11.3
244,810,4:00 AM,4,0,11.4,288,35.5,48.5,62.5,22,12,35,25.69,0,11,4,19,4.11.4
245,910,5:00 AM,5,0,9.4,277,35.7,48.1,62.1,25,14,35,25.69,0,11,4,19,4.11.5
246,1010,6:00 AM,6,2.4,8.1,230,25.1,47.8,61.6,27,15,35,25.7,0,11,4,19,4.11.6
247,1110,7:00 AM,7,18,8,233,28.4,49.8,61.1,25,16,36,25.71,0,11,4,19,4.11.7
248,1210,8:00 AM,8,36.2,8.5,245,35.5,50.8,60.7,25,16,37,25.72,0,11,4,19,4.11.8
249,1310,9:00 AM,9,52.9,8.1,246,26.4,52.1,60.3,25,17,38,25.72,0,11,4,19,4.11.9
250,1410,10:00 AM,10,40.3,9.9,290,29.3,52.8,60,24,17,38,25.71,0,11,4,19,4.11.10
251,1510,11:00 AM,11,41.7,10.4,304,30,53.2,59.9,24,17,38,25.69,0,11,4,19,4.11.11
252,1610,12:00 PM,12,48,9,293,23,54.7,59.9,23,18,39,25.67,0,11,4,19,4.11.12
253,1710,1:00 PM,13,62.2,7.9,304,22.3,56.9,60.1,21,17,40,25.64,0,11,4,19,4.11.13
254,1810,2:00 PM,14,45.1,7.2,309,17.8,57.8,60.4,19,16,40,25.61,0,11,4,19,4.11.14
255,1910,3:00 PM,15,27.8,5.7,299,21.6,56.9,60.9,20,17,40,25.59,0,11,4,19,4.11.15
256,2010,4:00 PM,16,15.4,7.5,290,18,56.5,61.5,21,17,40,25.56,0,11,4,19,4.11.16
257,2110,5:00 PM,17,13.2,7,304,15.2,56.1,62.1,21,16,39,25.53,0,11,4,19,4.11.17
258,2210,6:00 PM,18,4.4,7.3,301,18.3,54.6,62.5,24,18,39,25.51,0,11,4,19,4.11.18
259,2310,7:00 PM,19,0.2,12.1,293,24.1,52.1,62.7,31,23,39,25.49,0,11,4,19,4.11.19
260,2410,8:00 PM,20,0,16.1,304,25.7,49.6,62.8,39,26,39,25.48,0,11,4,19,4.11.20
261,2510,9:00 PM,21,0,14.7,315,27.6,48.7,62.8,41,26,38,25.49,0,11,4,19,4.11.21
262,2610,10:00 PM,22,0,18.4,302,28.3,48.1,62.5,40,25,38,25.47,0,11,4,19,4.11.22
263,2710,11:00 PM,23,0,16.5,310,28.2,48.1,62.2,37,23,37,25.46,0,11,4,19,4.11.23
264,2810,12:00 AM,0,0,16.6,313,26.7,47.6,61.9,39,24,37,25.45,0,11,4,19,4.11.0
265,511,1:00 AM,1,0,15.4,316,22.5,46.7,61.5,41,24,37,25.44,0,12,4,19,4.12.1
266,611,2:00 AM,2,0,13.4,312,23.2,46.5,61.2,42,25,37,25.43,0,12,4,19,4.12.2
267,711,3:00 AM,3,0,10.8,310,28.9,46.7,60.9,45,26,37,25.44,0,12,4,19,4.12.3
268,811,4:00 AM,4,0,9.9,308,26.8,46.2,60.5,50,29,38,25.44,0,12,4,19,4.12.4
269,911,5:00 AM,5,0,13.6,310,29.5,45.5,60.1,52,29,38,25.44,0,12,4,19,4.12.5
270,1011,6:00 AM,6,0.9,14.6,312,31.9,45.1,59.8,53,29,38,25.45,0,12,4,19,4.12.6
271,1111,7:00 AM,7,5.8,13.7,315,31.6,45.1,59.5,54,30,38,25.46,0,12,4,19,4.12.7
272,1211,8:00 AM,8,22,15.1,312,38.1,45.9,59.1,52,29,38,25.47,0,12,4,19,4.12.8
273,1311,9:00 AM,9,21,20.8,302,39.6,46.6,58.8,46,27,38,25.47,0,12,4,19,4.12.9
274,1411,10:00 AM,10,35,17,308,32.7,48.2,58.6,44,27,39,25.49,0,12,4,19,4.12.10
275,1511,11:00 AM,11,70.9,12.3,305,26.2,52,58.4,39,28,41,25.49,0,12,4,19,4.12.11
276,1611,12:00 PM,12,80.1,7.9,289,21.8,54.9,58.4,35,28,42,25.49,0,12,4,19,4.12.12
277,1711,1:00 PM,13,84.5,10.8,270,31.8,55.6,58.7,34,27,42,25.49,0,12,4,19,4.12.13
278,1811,2:00 PM,14,66.5,9,264,27.3,56.6,59.3,29,25,42,25.49,0,12,4,19,4.12.14
279,1911,3:00 PM,15,52.7,8.7,272,27,56.9,60.2,27,23,42,25.48,0,12,4,19,4.12.15
280,2011,4:00 PM,16,46.6,8.2,285,24.7,57.7,61.2,26,23,42,25.48,0,12,4,19,4.12.16
281,2111,5:00 PM,17,25.7,6.7,246,24.3,56.7,62.2,28,24,42,25.49,0,12,4,19,4.12.17
282,2211,6:00 PM,18,5.5,5.2,247,23.7,55.6,63,25,20,40,25.49,0,12,4,19,4.12.18
283,2311,7:00 PM,19,0.2,5.7,232,22.3,54.8,63.6,21,16,39,25.5,0,12,4,19,4.12.19
284,2411,8:00 PM,20,0,4.7,201,18.1,53.8,63.9,23,17,38,25.52,0,12,4,19,4.12.20
285,2511,9:00 PM,21,0,3.4,69,10.5,52,64,28,20,38,25.55,0,12,4,19,4.12.21
286,2611,10:00 PM,22,0,2.6,76,8,49.8,63.8,30,19,37,25.58,0,12,4,19,4.12.22
287,2711,11:00 PM,23,0,2.2,285,6.7,47.7,63.5,34,20,36,25.58,0,12,4,19,4.12.23
288,2811,12:00 AM,0,0,2.2,300,6.6,45.6,63.1,39,22,35,25.59,0,12,4,19,4.12.0
289,512,1:00 AM,1,0,2.8,294,6.6,46.8,62.6,39,23,36,25.6,0,13,4,19,4.13.1
290,612,2:00 AM,2,0,2.3,295,6.2,45.3,62,43,24,36,25.61,0,13,4,19,4.13.2
291,712,3:00 AM,3,0,2.6,300,6.1,44.9,61.5,44,24,36,25.62,0,13,4,19,4.13.3
292,812,4:00 AM,4,0,3.4,296,7.4,44.9,60.9,46,25,36,25.63,0,13,4,19,4.13.4
293,912,5:00 AM,5,0,2.8,301,5.8,45.1,60.4,48,26,37,25.64,0,13,4,19,4.13.5
294,1012,6:00 AM,6,2.7,2.2,16,14.2,48.2,59.8,42,26,38,25.66,0,13,4,19,4.13.6
295,1112,7:00 AM,7,19.3,3.3,144,13.2,53,59.2,36,27,41,25.69,0,13,4,19,4.13.7
296,1212,8:00 AM,8,37.8,4.2,95,15,54.4,58.7,32,25,41,25.71,0,13,4,19,4.13.8
297,1312,9:00 AM,9,54.7,6.9,70,15.9,55.7,58.4,28,23,41,25.72,0,13,4,19,4.13.9
298,1412,10:00 AM,10,68.2,7.1,321,18.5,58.2,58.1,26,23,42,25.73,0,13,4,19,4.13.10
299,1512,11:00 AM,11,77.2,4.6,201,12.4,61,58,22,22,43,25.74,0,13,4,19,4.13.11
300,1612,12:00 PM,12,80.9,3.9,144,11.5,63.1,58.2,20,21,44,25.73,0,13,4,19,4.13.12
301,1712,1:00 PM,13,79.1,4.4,176,18,64.6,58.8,19,22,45,25.71,0,13,4,19,4.13.13
302,1812,2:00 PM,14,72.8,5.6,132,18.6,65.1,59.7,20,23,45,25.7,0,13,4,19,4.13.14
303,1912,3:00 PM,15,60.7,4.3,220,11.3,66.8,60.9,19,23,46,25.69,0,13,4,19,4.13.15
304,2012,4:00 PM,16,45.3,3.4,188,11.3,67.7,62.1,18,22,46,25.68,0,13,4,19,4.13.16
305,2112,5:00 PM,17,27.6,4.3,258,15.9,66.3,63.4,17,20,45,25.68,0,13,4,19,4.13.17
306,2212,6:00 PM,18,5.7,10.1,305,17.7,61.4,64.5,19,18,42,25.68,0,13,4,19,4.13.18
307,2312,7:00 PM,19,0.2,9.3,306,17.5,59,65.3,17,14,40,25.68,0,13,4,19,4.13.19
308,2412,8:00 PM,20,0,10.5,298,16.8,58.1,65.7,17,14,40,25.68,0,13,4,19,4.13.20
309,2512,9:00 PM,21,0,8.6,297,14.2,57.6,65.8,21,18,40,25.69,0,13,4,19,4.13.21
310,2612,10:00 PM,22,0,7.9,284,12.5,57.3,65.7,22,19,40,25.69,0,13,4,19,4.13.22
311,2712,11:00 PM,23,0,4.6,272,10.1,57.3,65.4,23,20,41,25.69,0,13,4,19,4.13.23
312,2812,12:00 AM,0,0,2.6,278,5.3,52.9,65.1,27,20,39,25.69,0,13,4,19,4.13.0
313,513,1:00 AM,1,0,3.2,269,7.7,52.2,64.6,29,21,39,25.68,0,14,4,19,4.14.1
314,613,2:00 AM,2,0,6.6,309,13.7,55.9,64.2,31,26,42,25.67,0,14,4,19,4.14.2
315,713,3:00 AM,3,0,6.4,290,10.7,54.5,63.7,33,26,41,25.67,0,14,4,19,4.14.3
316,813,4:00 AM,4,0,10.2,322,17.3,55.9,63.1,32,26,42,25.66,0,14,4,19,4.14.4
317,913,5:00 AM,5,0,8.6,322,17.9,56,62.7,32,26,42,25.66,0,14,4,19,4.14.5
318,1013,6:00 AM,6,2.8,3.2,281,6.8,53.7,62.3,33,25,41,25.67,0,14,4,19,4.14.6
319,1113,7:00 AM,7,19.4,1.4,219,3.7,60.5,61.7,27,26,44,25.68,0,14,4,19,4.14.7
320,1213,8:00 AM,8,37.9,1.9,162,5.5,63,61.4,24,26,45,25.68,0,14,4,19,4.14.8
321,1313,9:00 AM,9,52.1,2.4,198,8.5,64.4,61,22,25,45,25.68,0,14,4,19,4.14.9
322,1413,10:00 AM,10,60.1,3.5,200,11,65.4,60.8,20,24,45,25.68,0,14,4,19,4.14.10
323,1513,11:00 AM,11,73.8,3.8,179,14.4,66.5,60.7,19,23,46,25.68,0,14,4,19,4.14.11
324,1613,12:00 PM,12,80,4.3,208,12.9,67.4,60.9,17,22,46,25.66,0,14,4,19,4.14.12
325,1713,1:00 PM,13,67.5,4.9,216,14,67.6,61.4,16,19,45,25.65,0,14,4,19,4.14.13
326,1813,2:00 PM,14,63.5,6,221,16.1,68.5,62.3,15,19,46,25.63,0,14,4,19,4.14.14
327,1913,3:00 PM,15,59.5,5.5,204,17.2,70,63.3,15,20,47,25.6,0,14,4,19,4.14.15
328,2013,4:00 PM,16,37,5.2,205,16.7,69.7,64.4,15,19,46,25.59,0,14,4,19,4.14.16
329,2113,5:00 PM,17,20.1,4,169,15.8,68.9,65.4,15,19,46,25.57,0,14,4,19,4.14.17
330,2213,6:00 PM,18,5.9,4,129,10.8,66.9,66.3,15,18,45,25.56,0,14,4,19,4.14.18
331,2313,7:00 PM,19,0.2,2.9,98,10.7,63.1,67,20,22,44,25.56,0,14,4,19,4.14.19
332,2413,8:00 PM,20,0,1.4,299,8,61.1,67.3,22,22,43,25.57,0,14,4,19,4.14.20
333,2513,9:00 PM,21,0,2.2,280,4.8,58.1,67.4,27,24,42,25.58,0,14,4,19,4.14.21
334,2613,10:00 PM,22,0,2.4,271,7.9,56.9,67.2,29,25,42,25.57,0,14,4,19,4.14.22
335,2713,11:00 PM,23,0,6.5,278,13.2,58.1,66.9,32,28,44,25.57,0,14,4,19,4.14.23
336,2813,12:00 AM,0,0,9.7,299,16.7,58.9,66.5,30,28,44,25.57,0,14,4,19,4.14.0
337,514,1:00 AM,1,0,8.2,285,16.8,58.9,66,28,26,43,25.56,0,15,4,19,4.15.1
338,614,2:00 AM,2,0,6.8,286,13.9,58,65.6,29,26,43,25.55,0,15,4,19,4.15.2
339,714,3:00 AM,3,0,6.9,286,11.9,57,65.2,29,25,42,25.53,0,15,4,19,4.15.3
340,814,4:00 AM,4,0,5.2,284,11.4,57.3,64.7,30,26,42,25.53,0,15,4,19,4.15.4
341,914,5:00 AM,5,0,5.2,301,10,57.4,64.3,31,27,43,25.53,0,15,4,19,4.15.5
342,1014,6:00 AM,6,1.4,2.9,276,6.4,55,64,34,27,42,25.53,0,15,4,19,4.15.6
343,1114,7:00 AM,7,16.1,2.5,275,4.5,57.9,63.5,33,29,44,25.54,0,15,4,19,4.15.7
344,1214,8:00 AM,8,39,2.7,181,9.4,64.4,63.1,26,29,47,25.55,0,15,4,19,4.15.8
345,1314,9:00 AM,9,43.9,4.3,222,9.8,64,62.8,26,29,46,25.56,0,15,4,19,4.15.9
346,1414,10:00 AM,10,55.8,5.4,209,12.5,64.1,62.5,25,28,46,25.56,0,15,4,19,4.15.10
347,1514,11:00 AM,11,74.4,4.8,203,15,66,62.4,21,25,46,25.56,0,15,4,19,4.15.11
348,1614,12:00 PM,12,77.7,4.3,198,13.2,67.5,62.6,18,23,46,25.55,0,15,4,19,4.15.12
349,1714,1:00 PM,13,73.1,5.5,186,17.5,67.1,63,18,22,46,25.54,0,15,4,19,4.15.13
350,1814,2:00 PM,14,56.8,5,201,18.2,67.4,63.8,18,22,46,25.53,0,15,4,19,4.15.14
351,1914,3:00 PM,15,37.7,4.9,206,16,67.5,64.8,18,23,46,25.51,0,15,4,19,4.15.15
352,2014,4:00 PM,16,24.4,7.5,117,20,66.3,65.8,20,24,46,25.5,0,15,4,19,4.15.16
353,2114,5:00 PM,17,12.3,6.2,117,16.2,64.9,66.6,20,23,45,25.5,0,15,4,19,4.15.17
354,2214,6:00 PM,18,3.5,6.2,117,11.1,62.3,67.3,20,21,43,25.5,0,15,4,19,4.15.18
355,2314,7:00 PM,19,0.2,2.4,101,5.8,60.4,67.7,19,18,42,25.49,0,15,4,19,4.15.19
356,2414,8:00 PM,20,0,1.3,90,3.9,58.4,67.9,21,19,41,25.51,0,15,4,19,4.15.20
357,2514,9:00 PM,21,0,2.9,333,9.7,56.3,67.9,28,24,41,25.52,0,15,4,19,4.15.21
358,2614,10:00 PM,22,0,9.9,320,18.9,57.6,67.6,32,28,43,25.52,0,15,4,19,4.15.22
359,2714,11:00 PM,23,0,14.8,321,26.6,56.1,67.3,36,29,43,25.52,0,15,4,19,4.15.23
360,2814,12:00 AM,0,0,17.9,315,28.3,54.8,66.9,40,31,43,25.52,0,15,4,19,4.15.0
361,515,1:00 AM,1,0,17.6,319,27.4,55,66.4,39,30,43,25.51,0,16,4,19,4.16.1
362,615,2:00 AM,2,0,19.3,309,33.3,52.6,66,42,30,42,25.5,0,16,4,19,4.16.2
363,715,3:00 AM,3,0,14.9,310,28.6,54.7,65.5,38,30,42,25.5,0,16,4,19,4.16.3
364,815,4:00 AM,4,0,18.3,309,32.9,50.5,65.1,43,29,40,25.5,0,16,4,19,4.16.4
365,915,5:00 AM,5,0,19.7,307,32.7,48.9,64.8,58,35,42,25.52,0.02,16,4,19,4.16.5
366,1015,6:00 AM,6,0.7,11.8,282,25.4,49.7,64.4,64,38,44,25.53,0.03,16,4,19,4.16.6
367,1115,7:00 AM,7,6.2,9,271,19.4,50.5,64,58,36,43,25.54,0.01,16,4,19,4.16.7
368,1215,8:00 AM,8,21.9,10.2,267,23.2,51.9,63.5,53,35,43,25.55,0,16,4,19,4.16.8
369,1315,9:00 AM,9,30.8,10.4,273,23.2,52.4,63.1,53,36,44,25.56,0,16,4,19,4.16.9
370,1415,10:00 AM,10,62.4,9.2,275,19.1,54.8,62.7,49,36,45,25.57,0,16,4,19,4.16.10
371,1515,11:00 AM,11,81,8.9,269,19.9,57.4,62.4,43,35,46,25.58,0,16,4,19,4.16.11
372,1615,12:00 PM,12,86.2,7.3,250,24,60.1,62.4,37,34,46,25.57,0,16,4,19,4.16.12
373,1715,1:00 PM,13,73,8.9,271,24.3,60.3,62.6,35,33,46,25.56,0,16,4,19,4.16.13
374,1815,2:00 PM,14,64.2,9.9,267,22.7,60.7,63.2,33,32,46,25.55,0,16,4,19,4.16.14
375,1915,3:00 PM,15,55.8,10.5,292,20.7,61.6,64,31,31,46,25.54,0,16,4,19,4.16.15
376,2015,4:00 PM,16,21.8,9.4,304,19.1,59,64.9,36,32,45,25.54,0.01,16,4,19,4.16.16
377,2115,5:00 PM,17,17.8,11.3,291,29.2,56.1,65.7,46,36,45,25.55,0,16,4,19,4.16.17
378,2215,6:00 PM,18,2.8,9.7,315,22.7,51.8,66.3,61,38,45,25.58,0.04,16,4,19,4.16.18
379,2315,7:00 PM,19,0,10.3,273,27.6,47.9,66.7,71,39,43,25.6,0.1,16,4,19,4.16.19
380,2415,8:00 PM,20,0,7.9,281,26.1,48.4,66.6,66,38,43,25.62,0,16,4,19,4.16.20
381,2515,9:00 PM,21,0,8.4,287,31.7,49.3,66.3,60,36,42,25.64,0,16,4,19,4.16.21
382,2615,10:00 PM,22,0,10,286,33.3,49.9,65.8,58,36,43,25.64,0,16,4,19,4.16.22
383,2715,11:00 PM,23,0,5.9,256,27,50.1,65.2,57,36,43,25.67,0,16,4,19,4.16.23
384,2815,12:00 AM,0,0,8.3,284,28.1,50.1,64.5,56,35,43,25.68,0,16,4,19,4.16.0
385,516,1:00 AM,1,0,6.4,330,26.6,50.1,63.9,56,35,42,25.69,0,17,4,19,4.17.1
386,616,2:00 AM,2,0,7.8,274,27.1,49.9,63.2,57,35,42,25.69,0,17,4,19,4.17.2
387,716,3:00 AM,3,0,7.7,143,27.9,49.4,62.6,56,34,42,25.68,0,17,4,19,4.17.3
388,816,4:00 AM,4,0,7.6,163,23.8,49,62,56,34,41,25.7,0,17,4,19,4.17.4
389,916,5:00 AM,5,0,10.8,295,32.7,48.5,61.5,55,33,41,25.72,0,17,4,19,4.17.5
390,1016,6:00 AM,6,3.3,5.8,338,20.3,48.3,60.9,54,32,40,25.75,0,17,4,19,4.17.6
391,1116,7:00 AM,7,21,8.2,315,27.2,50.3,60.3,48,32,41,25.78,0,17,4,19,4.17.7
392,1216,8:00 AM,8,39.4,8.2,89,20.1,53.1,59.8,42,31,42,25.79,0,17,4,19,4.17.8
393,1316,9:00 AM,9,56.3,9.1,70,21.1,54.8,59.4,40,31,43,25.8,0,17,4,19,4.17.9
394,1416,10:00 AM,10,69.7,9.5,76,23.6,56.6,59.1,37,30,44,25.81,0,17,4,19,4.17.10
395,1516,11:00 AM,11,78.2,7,6,21.4,58.4,58.9,34,30,44,25.83,0,17,4,19,4.17.11
396,1616,12:00 PM,12,81.6,7.3,287,27.7,59.9,59.2,30,28,44,25.82,0,17,4,19,4.17.12
397,1716,1:00 PM,13,79.9,7.2,259,16.8,62.7,59.7,26,27,45,25.81,0,17,4,19,4.17.13
398,1816,2:00 PM,14,73.9,7.1,273,23.9,64.6,60.6,23,26,46,25.81,0,17,4,19,4.17.14
399,1916,3:00 PM,15,62.3,6.8,242,25.9,66.1,61.8,21,25,46,25.8,0,17,4,19,4.17.15
400,2016,4:00 PM,16,47.1,8,274,22.7,67.1,63,19,23,46,25.79,0,17,4,19,4.17.16
401,2116,5:00 PM,17,28.9,5.4,259,16.9,66.5,64.2,18,22,45,25.79,0,17,4,19,4.17.17
402,2216,6:00 PM,18,5.7,6,239,21.3,64.5,65.2,18,20,44,25.8,0,17,4,19,4.17.18
403,2316,7:00 PM,19,0.3,11.9,285,31,63,65.9,17,18,43,25.8,0,17,4,19,4.17.19
404,2416,8:00 PM,20,0,12.8,303,31.5,62.8,66.2,17,17,43,25.81,0,17,4,19,4.17.20
405,2516,9:00 PM,21,0,14.2,321,23.5,62.5,66.2,17,18,43,25.83,0,17,4,19,4.17.21
406,2616,10:00 PM,22,0,12.8,320,23.2,62.1,66,18,18,43,25.83,0,17,4,19,4.17.22
407,2716,11:00 PM,23,0,11.7,315,20.2,61.6,65.6,19,19,43,25.85,0,17,4,19,4.17.23
408,2816,12:00 AM,0,0,12.4,317,20.7,61.9,65.2,19,19,43,25.85,0,17,4,19,4.17.0
409,517,1:00 AM,1,0,12.2,309,19.6,62,64.8,19,19,43,25.84,0,18,4,19,4.18.1
410,617,2:00 AM,2,0,11.2,309,22.9,62,64.3,19,19,43,25.83,0,18,4,19,4.18.2
411,717,3:00 AM,3,0,9.4,306,18.8,61.9,63.9,21,22,43,25.83,0,18,4,19,4.18.3
412,817,4:00 AM,4,0,10.5,305,21.7,61,63.5,23,23,43,25.84,0,18,4,19,4.18.4
413,917,5:00 AM,5,0,11.7,317,21.8,60.6,63.1,25,25,44,25.85,0,18,4,19,4.18.5
414,1017,6:00 AM,6,3.4,14.7,325,26.9,60.9,62.7,26,26,44,25.87,0,18,4,19,4.18.6
415,1117,7:00 AM,7,21.4,14.8,318,32,62.8,62.3,25,27,45,25.88,0,18,4,19,4.18.7
416,1217,8:00 AM,8,40,13.6,317,26.2,65,62,25,28,47,25.89,0,18,4,19,4.18.8
417,1317,9:00 AM,9,57,11.8,308,23.3,67.1,61.7,23,28,48,25.89,0,18,4,19,4.18.9
418,1417,10:00 AM,10,70.7,12.3,311,24.2,68.7,61.5,22,28,48,25.9,0,18,4,19,4.18.10
419,1517,11:00 AM,11,79.3,6.9,317,18.3,71.4,61.5,19,27,49,25.91,0,18,4,19,4.18.11
420,1617,12:00 PM,12,82.8,4.7,78,13.1,74,61.9,17,26,50,25.89,0,18,4,19,4.18.12
421,1717,1:00 PM,13,80.1,6.4,113,20.4,76,62.6,14,23,50,25.87,0,18,4,19,4.18.13
422,1817,2:00 PM,14,74.6,9.6,113,16.8,77.3,63.7,12,20,50,25.86,0,18,4,19,4.18.14
423,1917,3:00 PM,15,59.8,7.7,112,19,77.8,65.1,11,19,50,25.84,0,18,4,19,4.18.15
424,2017,4:00 PM,16,46.4,5.7,106,15.5,78,66.6,11,18,50,25.83,0,18,4,19,4.18.16
425,2117,5:00 PM,17,30.4,4.6,108,12.3,77.1,67.9,11,18,49,25.82,0,18,4,19,4.18.17
426,2217,6:00 PM,18,8.4,5.3,106,11.2,73.4,69,12,18,48,25.81,0,18,4,19,4.18.18
427,2317,7:00 PM,19,0.3,2,89,8.1,68.7,69.9,14,18,46,25.81,0,18,4,19,4.18.19
428,2417,8:00 PM,20,0,2.9,20,6.7,66.2,70.3,18,21,45,25.83,0,18,4,19,4.18.20
429,2517,9:00 PM,21,0,3.8,13,6.8,63.4,70.3,20,22,44,25.83,0,18,4,19,4.18.21
430,2617,10:00 PM,22,0,2.7,338,5.8,60.4,70.1,24,23,43,25.83,0,18,4,19,4.18.22
431,2717,11:00 PM,23,0,3.2,293,7,58.9,69.7,26,24,43,25.82,0,18,4,19,4.18.23
432,2817,12:00 AM,0,0,3.3,293,6.3,60,69.2,25,24,43,25.81,0,18,4,19,4.18.0
433,518,1:00 AM,1,0,4.1,285,6.1,56.7,68.6,30,26,42,25.81,0,19,4,19,4.19.1
434,618,2:00 AM,2,0,4.3,283,6.2,56.7,68,29,25,42,25.79,0,19,4,19,4.19.2
435,718,3:00 AM,3,0,4.2,282,6.1,55.9,67.4,29,24,41,25.77,0,19,4,19,4.19.3
436,818,4:00 AM,4,0,4.4,348,9.1,59.7,66.8,24,23,43,25.76,0,19,4,19,4.19.4
437,918,5:00 AM,5,0,5.1,28,8.3,63.3,66.1,17,17,43,25.76,0,19,4,19,4.19.5
438,1018,6:00 AM,6,3.5,3,312,6.5,58.4,65.6,23,21,42,25.77,0,19,4,19,4.19.6
439,1118,7:00 AM,7,22.1,4.3,49,9.5,69.3,64.9,15,20,46,25.77,0,19,4,19,4.19.7
440,1218,8:00 AM,8,40.8,6.3,94,13.2,72.6,64.4,14,21,48,25.77,0,19,4,19,4.19.8
441,1318,9:00 AM,9,55.9,6.6,105,12.8,73.8,63.9,14,21,48,25.77,0,19,4,19,4.19.9
442,1418,10:00 AM,10,69.4,7.2,135,18.2,75.1,63.6,12,19,49,25.77,0,19,4,19,4.19.10
443,1518,11:00 AM,11,79.8,9.9,119,19.7,76.3,63.5,11,19,49,25.76,0,19,4,19,4.19.11
444,1618,12:00 PM,12,84.5,8.8,120,20,76.9,63.8,12,20,49,25.74,0,19,4,19,4.19.12
445,1718,1:00 PM,13,74.6,7.8,126,22.1,76.8,64.6,11,19,49,25.72,0,19,4,19,4.19.13
446,1818,2:00 PM,14,71.7,8.3,116,21.9,77.7,65.7,11,20,50,25.7,0,19,4,19,4.19.14
447,1918,3:00 PM,15,51.1,8.8,126,20.5,77.7,67,11,19,50,25.67,0,19,4,19,4.19.15
448,2018,4:00 PM,16,47.2,6.3,123,16.4,77.9,68.4,9,15,49,25.65,0,19,4,19,4.19.16
449,2118,5:00 PM,17,29.6,8,122,17.8,76.6,69.6,11,18,49,25.64,0,19,4,19,4.19.17
450,2218,6:00 PM,18,3.9,6.3,115,14,72.4,70.7,13,19,47,25.62,0,19,4,19,4.19.18
451,2318,7:00 PM,19,0.2,3.9,104,6,68.5,71.4,15,19,46,25.61,0,19,4,19,4.19.19
452,2418,8:00 PM,20,0,1.2,250,3.9,65.4,71.8,18,21,45,25.62,0,19,4,19,4.19.20
453,2518,9:00 PM,21,0,2.7,275,7.2,64.7,71.8,17,19,44,25.62,0,19,4,19,4.19.21
454,2618,10:00 PM,22,0,2.6,282,5,63.7,71.5,23,25,45,25.62,0,19,4,19,4.19.22
455,2718,11:00 PM,23,0,7,281,12.8,65.5,71.1,27,30,47,25.6,0,19,4,19,4.19.23
456,2818,12:00 AM,0,0,8.5,302,16.5,66.9,70.6,23,28,47,25.6,0,19,4,19,4.19.0
457,519,1:00 AM,1,0,7.9,279,13.9,64.7,70.1,26,29,47,25.58,0,20,4,19,4.20.1
458,619,2:00 AM,2,0,8.6,280,15.6,63.2,69.5,28,30,46,25.56,0,20,4,19,4.20.2
459,719,3:00 AM,3,0,9.2,302,17.5,63.5,69,26,28,46,25.55,0,20,4,19,4.20.3
460,819,4:00 AM,4,0,13.7,311,24.4,62.2,68.5,27,28,45,25.54,0,20,4,19,4.20.4
461,919,5:00 AM,5,0,17.4,311,25.8,61.3,68.1,25,25,44,25.54,0,20,4,19,4.20.5
462,1019,6:00 AM,6,2.7,16.9,312,24.3,60.7,67.7,22,22,43,25.55,0,20,4,19,4.20.6
463,1119,7:00 AM,7,21.9,18.3,310,27.2,62.2,67.2,23,24,44,25.56,0,20,4,19,4.20.7
464,1219,8:00 AM,8,40.8,14.7,307,24.9,65.4,66.8,24,27,47,25.57,0,20,4,19,4.20.8
465,1319,9:00 AM,9,57.3,12.2,306,20.5,67.8,66.4,24,29,48,25.57,0,20,4,19,4.20.9
466,1419,10:00 AM,10,70.4,8.8,310,15.5,71,66.2,21,29,49,25.58,0,20,4,19,4.20.10
467,1519,11:00 AM,11,79.3,6.3,19,14.9,73.8,66,17,27,50,25.58,0,20,4,19,4.20.11
468,1619,12:00 PM,12,82.9,8.2,263,22.3,74.9,66.3,15,24,50,25.57,0,20,4,19,4.20.12
469,1719,1:00 PM,13,80.2,8.3,258,20.2,74.5,66.9,16,25,50,25.57,0,20,4,19,4.20.13
470,1819,2:00 PM,14,71.3,7.3,235,20.9,75.9,67.8,14,23,50,25.56,0,20,4,19,4.20.14
471,1919,3:00 PM,15,60.9,6.9,229,21.3,76.1,69,13,22,49,25.54,0,20,4,19,4.20.15
472,2019,4:00 PM,16,44.3,6.3,225,22.4,76.6,70.2,11,18,49,25.52,0,20,4,19,4.20.16
473,2119,5:00 PM,17,20.7,12.5,275,27.2,73.3,71.4,13,19,48,25.52,0,20,4,19,4.20.17
